title,ingredients,ingredient
Carrot-Almond Cake with Brandied Whipped Cream,"['2 cups sifted all purpose flour', '2 teaspoons baking soda', '2 teaspoons ground cinnamon', '1 teaspoon baking powder', '1 teaspoon salt', '4 large eggs', '1 cup vegetable oil', '1 cup sugar', '1 cup (packed) golden brown sugar', '2 1/2 cups finely grated peeled carrots (about 1 pound)', '1 8-ounce can crushed pineapple in syrup, drained', '2 tablespoons brandy', '2 teaspoons vanilla extract', '2 teaspoons grated orange peel', '1 cup sliced almonds, toasted', '3/4 cup dried currants', '1/4 cup orange marmalade', 'Brandied Whipped Cream']","['sifted all purpose flour', 'baking soda', 'ground cinnamon', 'baking powder', 'salt', 'eggs', 'vegetable oil', 'sugar', '(packed) golden brown sugar', '1/2 cups finely grated peeled carrots (about 1 pound)', '8-ounce can crushed pineapple in syrup, drained', 'brandy', 'vanilla extract', 'grated orange peel', 'sliced almonds, toasted', 'dried currants', 'orange marmalade', 'Brandied Whipped Cream']"
Carrot-Banana Cake,"['2 cups all purpose flour', '1 tablespoon ground cinnamon', '2 teaspoons baking soda', '1/4 teaspoon salt', '1 cup vegetable oil', '1 cup sugar', '1 cup firmly packed golden brown sugar', '4 large eggs', '1 1/2 cups finely grated carrots (about 1 1/2 large)', '1 cup drained canned crushed pineapple in juice', '1/2 cup mashed ripe banana', '3/4 cup chopped pecans', '1 8-ounce package cream cheese, room temperature', '1 cup powdered sugar', '3 tablespoons unsalted butter, room temperature', '1/4 teaspoon ground cinnamon', 'Additional ground cinnamon']","['all purpose flour', 'ground cinnamon', 'baking soda', 'salt', 'vegetable oil', 'sugar', 'firmly packed golden brown sugar', 'eggs', '1/2 cups finely grated carrots (about 1 1/2 large)', 'drained canned crushed pineapple in juice', 'mashed ripe banana', 'chopped pecans', '8-ounce package cream cheese, room temperature', 'powdered sugar', 'unsalted butter, room temperature', 'ground cinnamon', 'Additional ground cinnamon']"
Carrot Cake,"['1 pound carrots (6 or 7 large carrots), peeled', '2 1/2 cups flour', '1 1/4 teaspoons baking powder', '1 teaspoon baking soda', '1 1/4 teaspoons ground cinnamon', '1/2 teaspoon ground nutmeg', '1/8 teaspoon ground cloves', '1/2 teaspoon salt', ""1 1/2 cups confectioners' sugar"", '1/2 cup packed dark brown sugar', '1 1/4 cups vegetable oil', '4 eggs, lightly beaten']","['carrots (6 or 7 large carrots), peeled', '1/2 cups flour', '1/4 teaspoons baking powder', 'baking soda', '1/4 teaspoons ground cinnamon', 'ground nutmeg', 'ground cloves', 'salt', ""1/2 cups confectioners' sugar"", 'packed dark brown sugar', '1/4 cups vegetable oil', ', lightly beaten']"
Carrot Cake Smoothie,"['2 tablespoons unsweetened shredded coconut (or flakes)', '2 tablespoons roughly chopped walnuts', '3/4 cup grated carrot (1 large carrot)', '1/2 cup frozen peeled orange segments', '1/2 banana, sliced and frozen', '1/2 cup low-fat Greek yogurt', '1 teaspoon honey', '1/4 teaspoon ground cinnamon', '1 teaspoon vanilla extract', '1/2 cup coconut water']","['unsweetened shredded coconut (or flakes)', 'roughly chopped walnuts', 'grated carrot (1 large carrot)', 'frozen peeled orange segments', ', sliced and frozen', 'low-fat Greek yogurt', 'honey', 'ground cinnamon', 'vanilla extract', 'coconut water']"
Carrot Cake with Cream Cheese Frosting,"['Cooking spray', '2 tablespoons all-purpose flour', '4 large egg whites', '1/2 cup sugar', '1/2 cup firmly packed light brown sugar', '1/2 cup unsweetened applesauce', '1/2 cup fat-free milk', '1 tablespoon canola or corn oil', '1 1/2 teaspoons vanilla extract', '1 1/4 cups whole-wheat flour', '1 1/4 cups all-purpose flour', '1 tablespoon ground cinnamon', '2 teaspoons baking powder', '1/4 teaspoon ground allspice', '1 1/2 cups grated carrots', '1 8-ounce can crushed pineapple in its own juice, undrained', '1/2 cup raisins', ""2 cups unsifted confectioners' sugar"", ""2 ounces low-fat brick- type cream cheese, softened (don't use fat free)"", '2 teaspoons fat-free milk', '1/2 teaspoon vanilla extract', '1/4 cup finely chopped pecans or walnuts (dry-roasted preferred)']","['Cooking spray', 'all-purpose flour', 'egg whites', 'sugar', 'firmly packed light brown sugar', 'unsweetened applesauce', 'fat-free milk', 'canola or corn oil', '1/2 teaspoons vanilla extract', '1/4 cups whole-wheat flour', '1/4 cups all-purpose flour', 'ground cinnamon', 'baking powder', 'ground allspice', '1/2 cups grated carrots', '8-ounce can crushed pineapple in its own juice, undrained', 'raisins', ""unsifted confectioners' sugar"", ""low-fat brick- type cream cheese, softened (don't use fat free)"", 'fat-free milk', 'vanilla extract', 'finely chopped pecans or walnuts (dry-roasted preferred)']"
Carrot Cake with Cream Cheese Frosting,"['1 tablespoon unsalted butter, for greasing the pans', '2 cups unbleached all-purpose flour', '1 teaspoon baking powder', '3/4 teaspoon baking soda', '3/4 teaspoon fine sea salt or table salt', '2 teaspoons ground cinnamon', '1/2 teaspoon freshly grated nutmeg', '1/4 teaspoon ground allspice', '2 cups packed light brown sugar', '4 large eggs, at room temperature', '1 cup safflower or canola oil', '1 pound carrots, trimmed, peeled, and coarsely grated on the largest holes of a box grater or the fine grating blade of food processor (about 3 lightly packed cups total)', '2/3 cup walnuts or pecans, coarsely chopped, plus more lightly toasted nuts for garnish', '2/3 cup dark or golden raisins', '2 (8-ounce) packages cream cheese, chilled', '11 tablespoons unsalted butter, softened at room temperature', ""1 1/3 cup confectioners' sugar, sifted after measuring"", '1 tablespoon pure vanilla extract', 'Equipment: 2 (9-inch-round, 2-inch-deep) cake pans or 1 (9- by 13-inch) baking pan; parchment paper; stand mixer fitted with the paddle attachment; 1 to 2 wire cooling racks']","['unsalted butter, for greasing the pans', 'unbleached all-purpose flour', 'baking powder', 'baking soda', 'fine sea salt or table salt', 'ground cinnamon', 'freshly grated nutmeg', 'ground allspice', 'packed light brown sugar', 'eggs, at room temperature', 'safflower or canola oil', 'carrots, trimmed, peeled, and coarsely grated on the largest holes of a box grater or the fine grating blade of food processor (about 3 lightly packed cups total)', 'walnuts or pecans, coarsely chopped, plus more lightly toasted nuts for garnish', 'dark or golden raisins', '(8-ounce) packages cream cheese, chilled', 'unsalted butter, softened at room temperature', ""1/3 cup confectioners' sugar, sifted after measuring"", 'pure vanilla extract', 'Equipment: 2 (9-inch-round, 2-inch-deep) cake pans or 1 (9- by 13-inch) baking pan; parchment paper; stand mixer fitted with the paddle attachment; 1 to 2 wire cooling racks']"
Carrot Cake with Cream Cheese-Lemon Zest Frosting,"['1/3 cup dried shredded organic unsweetened coconut', 'About 1 pound organic farm-fresh carrots, peeled and cut into 2-inch Lengths (3 cups)', '1 cup chopped organic pineapple', '1 1/2 cups organic all-purpose flour', '1/2 cup organic whole wheat pastry flour', '1 1/2 cups organic cane sugar', '2 teaspoons baking soda', '2 1/4 teaspoons organic ground cinnamon', 'Pinch of freshly grated organic nutmeg', '1 teaspoon salt', '1/2 cup dark-brown sugar', '3/4 cup organic canola oil', '1 tablespoon organic vanilla extract', '3 organic eggs', 'Cream Cheese-Lemon Zest Frosting', '3/4 cup chopped toasted organic walnuts', '1/2 cup organic golden raisins, plumped in warm water for 20 minutes and drained', '1/2 tablespoon minced fresh organic ginger']","['dried shredded organic unsweetened coconut', 'About 1 pound organic farm-fresh carrots, peeled and cut into 2-inch Lengths (3 cups)', 'chopped organic pineapple', '1/2 cups organic all-purpose flour', 'organic whole wheat pastry flour', '1/2 cups organic cane sugar', 'baking soda', '1/4 teaspoons organic ground cinnamon', 'Pinch of freshly grated organic nutmeg', 'salt', 'dark-brown sugar', 'organic canola oil', 'organic vanilla extract', 'eggs', 'Cream Cheese-Lemon Zest Frosting', 'chopped toasted organic walnuts', 'organic golden raisins, plumped in warm water for 20 minutes and drained', 'minced fresh organic ginger']"
Carrot Cake with Lime and Mascarpone Topping,"['1 1/4 cups all-purpose flour', '2 level teaspoons baking powder', '1 teaspoon ground cinnamon, preferably freshly ground', '1/2 teaspoon ground cloves', '1/2 teaspoon freshly grated nutmeg', '1 cup light muscovado or light brown sugar', '2/3 cup (scant) sunflower oil', '2 organic large eggs', '2 1/2 cups coarsely grated organic carrots', '3/4 cup shelled walnuts, roughly chopped', '1 lime', '1 cup (scant) mascarpone', '6 tablespoons (3/4 stick) unsalted butter, softened', ""3/4 cup unrefined confectioners' sugar"", 'juice of 1/2 lemon, or to taste']","['1/4 cups all-purpose flour', 'teaspoons baking powder', 'ground cinnamon, preferably freshly ground', 'ground cloves', 'freshly grated nutmeg', 'light muscovado or light brown sugar', '(scant) sunflower oil', 'large eggs', '1/2 cups coarsely grated organic carrots', 'shelled walnuts, roughly chopped', '', '(scant) mascarpone', '(3/4 stick) unsalted butter, softened', ""unrefined confectioners' sugar"", 'juice of 1/2 lemon, or to taste']"
Carrot Cake with Maple-Cream Cheese Icing,"['2 cups all purpose flour', '2 teaspoons baking soda', '1 teaspoon salt', '1 teaspoon ground cinnamon', '2 cups sugar', '1 1/4 cups canola oil', '4 large eggs', '3 cups grated peeled carrots', '1 1/4 cups coarsely chopped walnuts', '2 tablespoons minced peeled ginger', '10 ounces cream cheese (such as Philadelphia), room temperature', '5 tablespoons unsalted butter, room temperature', '2 1/2 cups powdered sugar', '1/4 cup pure maple syrup', '12 walnut halves (for garnish)']","['all purpose flour', 'baking soda', 'salt', 'ground cinnamon', 'sugar', '1/4 cups canola oil', 'eggs', 'grated peeled carrots', '1/4 cups coarsely chopped walnuts', 'minced peeled ginger', 'cream cheese (such as Philadelphia), room temperature', 'unsalted butter, room temperature', '1/2 cups powdered sugar', 'pure maple syrup', 'halves (for garnish)']"
Carrot Cake with Marmalade Cream Cheese Frosting,"['2 cups unbleached all purpose flour', '2 teaspoons baking soda', '2 teaspoons baking powder', '2 teaspoons ground cinnamon', '1/2 teaspoon salt', '4 large eggs', '3/4 cup vegetable oil', '3/4 cup sugar', '2/3 cup packed golden brown sugar', '1/2 cup orange marmalade', '1/2 cup orange juice', '3 cups (lightly packed) grated peeled carrots', '3/4 cup chopped toasted walnuts', '4 8-ounce packages cream cheese, room temperature', '2 cups powdered sugar', '1 1/4 cups (about) orange marmalade', '6 tablespoons (3/4 stick) unsalted butter, room temperature', '2 teaspoons grated orange peel', '1 1/4 cups finely chopped toasted walnuts (about 6 ounces)']","['unbleached all purpose flour', 'baking soda', 'baking powder', 'ground cinnamon', 'salt', 'eggs', 'vegetable oil', 'sugar', 'packed golden brown sugar', 'orange marmalade', 'orange juice', '(lightly packed) grated peeled carrots', 'chopped toasted walnuts', '8-ounce packages cream cheese, room temperature', 'powdered sugar', '1/4 cups (about) orange marmalade', '(3/4 stick) unsalted butter, room temperature', 'grated orange peel', '1/4 cups finely chopped toasted walnuts (about 6 ounces)']"
Carrot-Orange Cake with Cream Cheese Frosting,"['1 1/2 cups vegetable oil', '1 cup (packed) golden brown sugar', '1 cup sugar', '4 large eggs', '1/3 cup orange juice', '1 tablespoon grated orange peel', '2 cups all purpose flour', '2 teaspoons baking soda', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '1/2 teaspoon ground nutmeg', '1/2 teaspoon salt', '3 cups finely grated peeled carrots', '1 cup raisins', '2 8-ounce package cream cheese, room temperature', '1 cup (2 sticks) unsalted butter', '6 tablespoons orange juice', '2 teaspoons grated orange peel', '5 cups powdered sugar, sifted']","['1/2 cups vegetable oil', '(packed) golden brown sugar', 'sugar', 'eggs', 'orange juice', 'grated orange peel', 'all purpose flour', 'baking soda', 'baking powder', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'salt', 'finely grated peeled carrots', 'raisins', '8-ounce package cream cheese, room temperature', '(2 sticks) unsalted butter', 'orange juice', 'grated orange peel', 'powdered sugar, sifted']"
Carrot-Walnut Bundt Cake with Lemon Cream Cheese Icing,"['1 1/4 cups all purpose flour', '4 teaspoons ground cinnamon', '1 1/4 teaspoons baking soda', '1/4 teaspoon salt', '1 1/4 cups sugar', '3/4 cup olive oil', '3 large eggs', '1 1/2 cups grated carrots (about 3 large)', '3/4 cup chopped toasted walnuts', 'Lemon Cream Cheese Icing']","['1/4 cups all purpose flour', 'ground cinnamon', '1/4 teaspoons baking soda', 'salt', '1/4 cups sugar', 'olive oil', 'eggs', '1/2 cups grated carrots (about 3 large)', 'chopped toasted walnuts', 'Lemon Cream Cheese Icing']"
Carrot-Walnut Loaf Cake,"['1 cup vegetable oil, plus more', '1 1/4 cups plus 1 tablespoon all-purpose flour; plus more', '1 1/2 teaspoons baking powder', '1 1/2 teaspoons ground cinnamon', '1/2 teaspoon kosher salt', '1/2 cup golden raisins', '1/2 cup walnuts, coarsely chopped', '3 large eggs', '1 cup granulated sugar', '2 teaspoons vanilla extract', '8 ounces carrots, coarsely grated (about 2 cups)', '2 teaspoons light brown sugar']","['vegetable oil, plus more', '1/4 cups plus 1 tablespoon all-purpose flour; plus more', '1/2 teaspoons baking powder', '1/2 teaspoons ground cinnamon', 'kosher salt', 'golden raisins', 'walnuts, coarsely chopped', 'eggs', 'granulated sugar', 'vanilla extract', 'carrots, coarsely grated (about 2 cups)', 'light brown sugar']"
Cassata Cake,"['2 ounces (1/4 cup) all-purpose flour', '1 cup milk', '8 ounces (2 sticks) unsalted butter', '8 ounces (1 cup) superfine granulated sugar', '1/2 teaspoon citrus oil (pure orange or lemon oil)', '1 teaspoon vanilla extract', '1/4 cup ricotta cheese', '9 ounces (1 3/4 cups) all-purpose flour', '2 teaspoons cornstarch', '1 teaspoon baking powder', '1/2 teaspoon salt', '3/4 cup milk', '1 teaspoon vanilla extract', '6 eggs, separated', '16 ounces (2 cups) superfine granulated sugar, divided', '8 ounces (2 sticks) unsalted butter', '1 pint fresh strawberries, washed, hulled, and sliced', '4 cups whipped cream']","['(1/4 cup) all-purpose flour', 'milk', '(2 sticks) unsalted butter', '(1 cup) superfine granulated sugar', 'citrus oil (pure orange or lemon oil)', 'vanilla extract', 'ricotta cheese', '(1 3/4 cups) all-purpose flour', 'cornstarch', 'baking powder', 'salt', 'milk', 'vanilla extract', ', separated', '(2 cups) superfine granulated sugar, divided', '(2 sticks) unsalted butter', 'fresh strawberries, washed, hulled, and sliced', 'whipped cream']"
Cherry Almond Cake,"['1 pound sour cherries (about 3 cups) plus additional for garnish if desired', '1/4 pound blanched whole almonds', '1 cup plus 2 tablespoons all-purpose flour', '1 teaspoon double-acting baking powder', '1/4 teaspoon salt', '1 1/2 sticks (3/4 cup) unsalted butter, softened', '3/4 cup plus 1 tablespoon granulated sugar', '3 large eggs, separated', '1 teaspoon vanilla', '1/4 teaspoon almond extract', ""confectioners' sugar for dusting the cake""]","['sour cherries (about 3 cups) plus additional for garnish if desired', 'blanched whole almonds', 'plus 2 tablespoons all-purpose flour', 'double-acting baking powder', 'salt', '1/2 sticks (3/4 cup) unsalted butter, softened', 'plus 1 tablespoon granulated sugar', 'eggs, separated', 'vanilla', 'almond extract', ""confectioners' sugar for dusting the cake""]"
Cherry-Almond Ice Cream Cake with Milk Chocolate Sauce,"['2/3 cup whipping cream', '2 tablespoons unsalted butter', '10 ounces imported milk chocolate, chopped', '1 teaspoon vanilla extract', '3 pints cherry or cherry-vanilla ice cream, softened slightly', '3 cups coarsely crushed amaretti cookies (about 9 ounces) or almond macaroons']","['whipping cream', 'unsalted butter', 'imported milk chocolate, chopped', 'vanilla extract', 'cherry or cherry-vanilla ice cream, softened slightly', 'coarsely crushed amaretti cookies (about 9 ounces) or almond macaroons']"
Cherry-Cornmeal Upside-Down Cake,"['3/4 cup (1 1/2 sticks) unsalted butter, room temperature, divided', '1/4 cup (packed) dark brown sugar', '2 teaspoons balsamic vinegar', '3 cups whole pitted fresh Bing cherries or other dark sweet cherries (about 21 ounces whole unpitted cherries)', '1 1/4 cups all purpose flour', '1/4 cup yellow cornmeal (preferably stone-ground medium grind)', '2 teaspoons baking powder', '1/4 teaspoon salt', '1 cup sugar', '2 large eggs, separated', '3/4 teaspoon vanilla extract', '1/2 cup whole milk', '1/4 teaspoon cream of tartar']","['(1 1/2 sticks) unsalted butter, room temperature, divided', '(packed) dark brown sugar', 'balsamic vinegar', 'whole pitted fresh Bing cherries or other dark sweet cherries (about 21 ounces whole unpitted cherries)', '1/4 cups all purpose flour', 'yellow cornmeal (preferably stone-ground medium grind)', 'baking powder', 'salt', 'sugar', 'eggs, separated', 'vanilla extract', 'whole milk', 'cream of tartar']"
